experiment_name,instance_name,algorithm_name,seed,T,gamma,u_star,final_utility,mean_utility,final_avg_utility,final_gap,mean_gap,final_avg_weight_gap,final_time_avg_gap,final_cumulative_regret,l1_error_to_w_star,final_mc_bias_inf,final_mc_bias_l2,final_w_0,final_w_1,final_w_2,final_w_3,final_avg_w_0,final_avg_w_1,final_avg_w_2,final_avg_w_3,w_star_0,w_star_1,w_star_2,w_star_3
wasserstein_main_gamma_0001,beta_mixture_4,wasserstein_if_ascent_empirical,100,500,0.001,-0.0001470982778526291,-0.00028546288368139824,-0.0006542731220303216,-0.0005941056138364739,0.00013836460582876913,0.0005071748441776925,0.0004470073359838448,0.0005071748441776927,0.2535874220888463,0.09784154874021705,0.002104394735490854,0.0027318048310099783,0.29885205120120467,0.321119054578438,0.21034301009614795,0.1696858841242094,0.27644194323464716,0.3254354847818436,0.21721280256638423,0.18090976941712542,0.3239778859280719,0.3239778860406895,0.2185976342430678,0.13344659378817078
wasserstein_main_gamma_0001,beta_mixture_4,wasserstein_if_ascent_empirical,200,500,0.001,-0.0001470982778526291,-0.00026398569712105175,-0.0005893666609565067,-0.0005283871302354723,0.00011688741926842264,0.0004422683831038776,0.0003812888523828432,0.0004422683831038778,0.2211341915519389,0.15429553594778078,0.002267505793785785,0.003086645256021156,0.30370765024477064,0.30279027677278936,0.22300003397291734,0.17050203900952274,0.2793150910741149,0.2914929129207561,0.23369085928486402,0.1955011367202649,0.3239778859280719,0.3239778860406895,0.2185976342430678,0.13344659378817078
wasserstein_main_gamma_0001,beta_mixture_4,wasserstein_if_ascent_empirical,300,500,0.001,-0.0001470982778526291,-0.0002815303729507383,-0.00041410158429550315,-0.00037565968329232276,0.00013443209509810921,0.00026700330644287404,0.00022856140543969365,0.00026700330644287436,0.13350165322143717,0.09537618115360663,0.005154178279585187,0.006901038077556677,0.3239631667102249,0.2979641315049619,0.21679646223301444,0.1612762395517986,0.3122113423537671,0.28805633903819094,0.2220221082117433,0.1777102103962985,0.3239778859280719,0.3239778860406895,0.2185976342430678,0.13344659378817078
wasserstein_main_gamma_0001,beta_mixture_4,wasserstein_if_ascent_empirical,400,500,0.001,-0.0001470982778526291,-0.00038446823760574357,-0.0006279707478215076,-0.0005920117656307836,0.00023736995975311446,0.00048087246996887846,0.0004449134877781545,0.00048087246996887846,0.24043623498443922,0.15197264252318257,0.001333705730912185,0.001779532291943729,0.2971287364072037,0.29509081155053507,0.21875051705960005,0.18902993498266116,0.2920931083735421,0.2798763423336282,0.2208462980393629,0.2071842512534671,0.3239778859280719,0.3239778860406895,0.2185976342430678,0.13344659378817078
wasserstein_main_gamma_0001,beta_mixture_4,wasserstein_if_ascent_empirical,500,500,0.001,-0.0001470982778526291,-0.00045941930967895064,-0.0007616665079529906,-0.0007190324919852002,0.00031232103182632153,0.0006145682301003615,0.0005719342141325711,0.0006145682301003613,0.30728411505018066,0.18746009038325445,0.0036006690443554797,0.00487831944211606,0.2905387220906478,0.28746428500064675,0.22999256635478252,0.19200442655392297,0.28377400731216423,0.27045171946497015,0.23492807301343974,0.21084620020942627,0.3239778859280719,0.3239778860406895,0.2185976342430678,0.13344659378817078
wasserstein_main_gamma_0001,beta_mixture_4,wasserstein_if_ascent_empirical,600,500,0.001,-0.0001470982778526291,-0.0006107510235045638,-0.0009610194352803639,-0.0008945911054665879,0.0004636527456519347,0.0008139211574277347,0.0007474928276139587,0.0008139211574277347,0.40696057871386737,0.20616643037037444,0.0031489656767056387,0.004143555314742802,0.2830707197351565,0.2816763090942196,0.2285161763702359,0.20673679480038787,0.2628354435503877,0.28203711323318625,0.23171929829214866,0.22340814492427688,0.3239778859280719,0.3239778860406895,0.2185976342430678,0.13344659378817078
wasserstein_main_gamma_0001,beta_mixture_4,wasserstein_if_ascent_empirical,700,500,0.001,-0.0001470982778526291,-0.00035229130609911987,-0.0005179580988109787,-0.00046847902703301255,0.00020519302824649076,0.00037085982095834955,0.00032138074918038344,0.0003708598209583493,0.18542991047917465,0.12892750280214457,0.0036768627507551195,0.004544333119327059,0.3114773099607693,0.2923214382091024,0.21503304611944743,0.1811682057106809,0.29521752534604534,0.2886123714680101,0.21825975799670125,0.19791034518924283,0.3239778859280719,0.3239778860406895,0.2185976342430678,0.13344659378817078
wasserstein_main_gamma_0001,beta_mixture_4,wasserstein_if_ascent_empirical,800,500,0.001,-0.0001470982778526291,-0.00021260298599501252,-0.00046658928567602087,-0.0004064841810728732,6.550470814238341e-05,0.0003194910078233918,0.0002593859032202441,0.0003194910078233922,0.1597455039116961,0.11551359260486241,0.0010964124037784692,0.0014480706787742697,0.30341576492586964,0.3127565130700161,0.2276511779957458,0.1561765440083684,0.28238925412102367,0.3078097215453068,0.234691468443639,0.17510955589003102,0.3239778859280719,0.3239778860406895,0.2185976342430678,0.13344659378817078
wasserstein_main_gamma_0001,beta_mixture_4,wasserstein_if_ascent_empirical,900,500,0.001,-0.0001470982778526291,-0.0004910867295251423,-0.000778938984291158,-0.0006775589830502867,0.0003439884516725132,0.0006318407064385287,0.0005304607051976576,0.0006318407064385281,0.31592035321926404,0.17958976849774666,0.0049921039720734325,0.006312488705156295,0.2874738001985403,0.2875905641212098,0.22936979722040746,0.19556583845984243,0.2863871688045101,0.271773718915378,0.23429485489124433,0.2075442573888676,0.3239778859280719,0.3239778860406895,0.2185976342430678,0.13344659378817078
wasserstein_main_gamma_0001,beta_mixture_4,wasserstein_if_ascent_empirical,1000,500,0.001,-0.0001470982778526291,-0.000253806217095432,-0.0005445726167020465,-0.00044876755631672064,0.00010670793924280288,0.0003974743388494175,0.00030166927846409154,0.00039747433884941785,0.19873716942470893,0.14169757516416806,0.0030519915503447936,0.003937909981690491,0.31208705470658166,0.3135255289834095,0.19130133694373372,0.18308607936627502,0.2934914927389624,0.3046615018541871,0.1975516240365958,0.20429538137025494,0.3239778859280719,0.3239778860406895,0.2185976342430678,0.13344659378817078
