experiment_name,instance_name,algorithm_name,seed,T,gamma,u_star,final_utility,mean_utility,final_gap,mean_gap,final_avg_weight_gap,final_time_avg_gap,l1_error_to_w_star,final_w_0,final_w_1,final_w_2,final_w_3,w_star_0,w_star_1,w_star_2,w_star_3
variance_suite,beta_mixture_4,variance_mirror_ascent,100,1500,0.02,0.10148558758314846,0.09823408581522886,0.09348066731644467,0.0032515017679196068,0.0080049202667038,0.007960841704936772,0.008004920266703805,0.09905310530418278,0.4461189668420568,0.4643544805058514,0.05767925221211931,0.03184730043997234,0.4800000000000002,0.4799999999999995,0.02000000000000006,0.020000000000000302
variance_suite,beta_mixture_4,variance_mirror_ascent,200,1500,0.02,0.10148558758314846,0.09923799547469347,0.09434023534583169,0.0022475921084549877,0.007145352237316776,0.007116590299585918,0.007145352237316783,0.06847015065164402,0.46400841898041795,0.4617565056937597,0.04558480505294334,0.028650270272878996,0.4800000000000002,0.4799999999999995,0.02000000000000006,0.020000000000000302
variance_suite,beta_mixture_4,variance_mirror_ascent,300,1500,0.02,0.10148558758314846,0.09797198038924304,0.09233690690767968,0.0035136071939054214,0.009148680675468797,0.009118286999618141,0.009148680675468805,0.10597981905656821,0.4442588275229775,0.46275126294873803,0.05949473271326291,0.03349517681502153,0.4800000000000002,0.4799999999999995,0.02000000000000006,0.020000000000000302
variance_suite,beta_mixture_4,variance_mirror_ascent,400,1500,0.02,0.10148558758314846,0.09848310380744507,0.09419251223632,0.0030024837757033906,0.007293075346828461,0.007199891459518548,0.007293075346828465,0.0913759717383398,0.43971749820437256,0.4745945159264572,0.056555571924840384,0.029132413944329846,0.4800000000000002,0.4799999999999995,0.02000000000000006,0.020000000000000302
variance_suite,beta_mixture_4,variance_mirror_ascent,500,1500,0.02,0.10148558758314846,0.09867188586883918,0.09310547058008084,0.00281370171430928,0.008380117003067613,0.008310898913934939,0.008380117003067606,0.0935606430354573,0.45085561826120285,0.46236406022106813,0.061082965342769684,0.02569735617495928,0.4800000000000002,0.4799999999999995,0.02000000000000006,0.020000000000000302
variance_suite,beta_mixture_4,variance_mirror_ascent,600,1500,0.02,0.10148558758314846,0.09770753863521414,0.09267657726991971,0.0037780489479343204,0.008809010313228761,0.00875116306949178,0.008809010313228751,0.11468078904678987,0.45302134307794445,0.4496382623986603,0.06254939411132357,0.034791000412071706,0.4800000000000002,0.4799999999999995,0.02000000000000006,0.020000000000000302
variance_suite,beta_mixture_4,variance_mirror_ascent,700,1500,0.02,0.10148558758314846,0.09901606471606608,0.09424071165647041,0.00246952286708238,0.007244875926678048,0.007185311329759747,0.007244875926678046,0.07386082910551363,0.4631711808820805,0.45989840456516234,0.04658537147521537,0.030345043077541763,0.4800000000000002,0.4799999999999995,0.02000000000000006,0.020000000000000302
variance_suite,beta_mixture_4,variance_mirror_ascent,800,1500,0.02,0.10148558758314846,0.09920381530471326,0.09416639865599578,0.002281772278435207,0.007319188927152664,0.00726456683036511,0.007319188927152666,0.07311243497856494,0.4755513926956268,0.4478923898150904,0.051569138314317926,0.024987079174964868,0.4800000000000002,0.4799999999999995,0.02000000000000006,0.020000000000000302
variance_suite,beta_mixture_4,variance_mirror_ascent,900,1500,0.02,0.10148558758314846,0.09941354966558358,0.09501317892355704,0.002072037917564884,0.006472408659591423,0.006406652382445921,0.006472408659591411,0.05984612488496323,0.4727109836483014,0.4573659539092167,0.040386494767443874,0.029536567675038112,0.4800000000000002,0.4799999999999995,0.02000000000000006,0.020000000000000302
variance_suite,beta_mixture_4,variance_mirror_ascent,1000,1500,0.02,0.10148558758314846,0.09879213557460348,0.09375457012218529,0.002693452008544983,0.007731017460963159,0.007687310655880186,0.007731017460963168,0.08245334532594827,0.4603238806989206,0.45844944663810494,0.051104041589445336,0.030122631073529162,0.4800000000000002,0.4799999999999995,0.02000000000000006,0.020000000000000302
