experiment_name,instance_name,algorithm_name,seed,T,gamma,u_star,final_utility,mean_utility,final_gap,mean_gap,final_avg_weight_gap,final_time_avg_gap,l1_error_to_w_star,final_w_0,final_w_1,final_w_2,final_w_3,w_star_0,w_star_1,w_star_2,w_star_3
variance_suite,triangular_4,variance_mirror_ascent,101,500,0.02,0.20196666666666666,0.14199915781649503,0.132988525524864,0.05996750885017163,0.06897814114180263,0.0688220141763227,0.06897814114180272,0.7411584375695679,0.21305807010875383,0.24003746673333712,0.34938331448187887,0.1975211486760301,0.020000000000000004,0.30333333333333334,0.6566666666666666,0.02
variance_suite,triangular_4,variance_mirror_ascent,202,500,0.02,0.20196666666666666,0.14288129499442875,0.13360405016003002,0.0590853716722379,0.06836261650663662,0.06814457845767186,0.06836261650663668,0.7391913303268516,0.20588068987373617,0.23483342513565936,0.3555709097009148,0.20371497528968965,0.020000000000000004,0.30333333333333334,0.6566666666666666,0.02
variance_suite,triangular_4,variance_mirror_ascent,303,500,0.02,0.20196666666666666,0.14153546102068093,0.1324208369567308,0.060431205645985725,0.06954582970993585,0.06938028161580831,0.06954582970993581,0.7552309489574929,0.2126570588365889,0.23185923599812408,0.3505252895231295,0.20495841564215755,0.020000000000000004,0.30333333333333334,0.6566666666666666,0.02
variance_suite,triangular_4,variance_mirror_ascent,404,500,0.02,0.20196666666666666,0.14558437496451843,0.13511088171150634,0.05638229170214823,0.06685578495516029,0.06657896931388352,0.06685578495516033,0.7243514709398446,0.2053146473093112,0.22823407213239424,0.36959019239768337,0.1968610881606112,0.020000000000000004,0.30333333333333334,0.6566666666666666,0.02
variance_suite,triangular_4,variance_mirror_ascent,505,500,0.02,0.20196666666666666,0.13797507286731567,0.1302282195342304,0.06399159379935099,0.07173844713243625,0.07164249971366668,0.07173844713243623,0.7714664057971132,0.22546628043065428,0.2434666136280877,0.33080018347335566,0.2002669224679023,0.020000000000000004,0.30333333333333334,0.6566666666666666,0.02
variance_suite,triangular_4,variance_if_ascent,101,500,0.02,0.20196666666666666,0.14623483238968393,0.13776649616605288,0.05573183427698272,0.06420017050061375,0.06403730852010434,0.06420017050061376,0.7059328854246387,0.23699902360875227,0.24295568513950777,0.36407787214817294,0.15596741910356712,0.020000000000000004,0.30333333333333334,0.6566666666666666,0.02
variance_suite,triangular_4,variance_if_ascent,202,500,0.02,0.20196666666666666,0.1388220661501344,0.13042199499488408,0.06314460051653226,0.07154467167178259,0.07139271660408444,0.07154467167178272,0.7901107111728404,0.2193170775999749,0.22282818596825132,0.34211645844532845,0.2157382779864453,0.020000000000000004,0.30333333333333334,0.6566666666666666,0.02
variance_suite,triangular_4,variance_if_ascent,303,500,0.02,0.20196666666666666,0.14878959093112923,0.14101800863500571,0.05317707573553743,0.06094865803166094,0.060795013284890176,0.06094865803166094,0.6779151619215106,0.18639381385674514,0.24127936435757485,0.3797630546816699,0.19256376710401021,0.020000000000000004,0.30333333333333334,0.6566666666666666,0.02
variance_suite,triangular_4,variance_if_ascent,404,500,0.02,0.20196666666666666,0.1503251105319445,0.14058491355809338,0.051641556134722155,0.061381753108573266,0.06108204166859138,0.06138175310857325,0.7342706001103266,0.19237978431080077,0.18030953355465099,0.4125551663901857,0.21475551574436264,0.020000000000000004,0.30333333333333334,0.6566666666666666,0.02
variance_suite,triangular_4,variance_if_ascent,505,500,0.02,0.20196666666666666,0.14807417798207717,0.13995670898314033,0.053892488684589485,0.06200995768352632,0.06185134578599,0.06200995768352624,0.6951585463629145,0.2260376213489777,0.23725212393882986,0.3751686028797129,0.16154165183247957,0.020000000000000004,0.30333333333333334,0.6566666666666666,0.02
