experiment_name,instance_name,algorithm_name,eta0,seed,T,gamma,u_star,final_utility,mean_utility,final_gap,mean_gap,final_avg_weight_gap,final_time_avg_gap,l1_error_to_w_star,final_w_0,final_w_1,final_w_2,final_w_3,w_star_0,w_star_1,w_star_2,w_star_3
variance_suite_eta_grid,beta_mixture_4,variance_if_ascent,0.5,100,500,0.02,0.10148558758314846,0.08298544704414279,0.08098129622735224,0.01850014053900567,0.020504291355796223,0.02049174735937287,0.020504291355796227,0.5243864277776915,0.37241120480579176,0.3253955813053621,0.19108779011726545,0.11110542377158064,0.4800000000000002,0.4799999999999995,0.02000000000000006,0.020000000000000302
variance_suite_eta_grid,beta_mixture_4,variance_if_ascent,0.5,200,500,0.02,0.10148558758314846,0.07448835937695686,0.07097506601557813,0.026997228206191604,0.030510521567570344,0.030507348781600663,0.030510521567570337,0.6520677331685412,0.30165384534847794,0.3323122880672511,0.13809625880867019,0.22793760777560074,0.4800000000000002,0.4799999999999995,0.02000000000000006,0.020000000000000302
variance_suite_eta_grid,beta_mixture_4,variance_if_ascent,0.5,300,500,0.02,0.10148558758314846,0.07711555808058804,0.07467914028499366,0.024370029502560425,0.026806447298154807,0.026801055665190754,0.026806447298154814,0.6425311084665837,0.3262857901357873,0.31244865563092056,0.18571105651856012,0.17555449771473206,0.4800000000000002,0.4799999999999995,0.02000000000000006,0.020000000000000302
variance_suite_eta_grid,beta_mixture_4,variance_if_ascent,0.5,400,500,0.02,0.10148558758314846,0.06097981607135977,0.05889987282435344,0.04050577151178869,0.04258571475879504,0.04257823906655728,0.04258571475879497,1.0130684194233668,0.13047888737388658,0.3229869029144298,0.309204768158804,0.23732944155287966,0.4800000000000002,0.4799999999999995,0.02000000000000006,0.020000000000000302
variance_suite_eta_grid,beta_mixture_4,variance_if_ascent,0.5,500,500,0.02,0.10148558758314846,0.07974730120136625,0.0772763741703107,0.021738286381782213,0.024209213412837775,0.02420529718785336,0.024209213412837785,0.5798283474811502,0.32252948427868683,0.3475563419807377,0.1762447193375293,0.15366945440304608,0.4800000000000002,0.4799999999999995,0.02000000000000006,0.020000000000000302
variance_suite_eta_grid,beta_mixture_4,variance_if_ascent,0.5,600,500,0.02,0.10148558758314846,0.07008173090088626,0.06756008278099535,0.0314038566822622,0.03392550480215311,0.03392442232716847,0.03392550480215315,0.8223252094679744,0.21175886587480414,0.3370785293912083,0.25888621059096345,0.19227639414302403,0.4800000000000002,0.4799999999999995,0.02000000000000006,0.020000000000000302
variance_suite_eta_grid,beta_mixture_4,variance_if_ascent,0.5,700,500,0.02,0.10148558758314846,0.0672505017615112,0.06456469682066092,0.03423508582163726,0.03692089076248754,0.03691851798399093,0.03692089076248753,0.9518722561322678,0.22980302235858555,0.25426084957528017,0.30867781426255203,0.20725831380358214,0.4800000000000002,0.4799999999999995,0.02000000000000006,0.020000000000000302
variance_suite_eta_grid,beta_mixture_4,variance_if_ascent,0.5,800,500,0.02,0.10148558758314846,0.07830839492953101,0.0757160935419214,0.02317719265361745,0.025769494041227074,0.025752907261761465,0.025769494041227102,0.6391407970896378,0.3240850682468252,0.3163445332083555,0.20881029264073486,0.15076010590408434,0.4800000000000002,0.4799999999999995,0.02000000000000006,0.020000000000000302
variance_suite_eta_grid,beta_mixture_4,variance_if_ascent,0.5,900,500,0.02,0.10148558758314846,0.06810630477142526,0.0646825826528179,0.0333792828117232,0.03680300493033055,0.03680128441197256,0.03680300493033055,0.7977107632195635,0.2207749025568348,0.3403697158333831,0.18341807536955407,0.255437306240228,0.4800000000000002,0.4799999999999995,0.02000000000000006,0.020000000000000302
variance_suite_eta_grid,beta_mixture_4,variance_if_ascent,0.5,1000,500,0.02,0.10148558758314846,0.07508633038089624,0.07248591096205438,0.026399257202252224,0.028999676621094077,0.028997172017089512,0.028999676621094074,0.6551577505073036,0.2741271577948497,0.3582939669514981,0.16777670323895602,0.19980217201469613,0.4800000000000002,0.4799999999999995,0.02000000000000006,0.020000000000000302
